trip_id,date_time,city_zone,vehicle_type,trip_distance_km,trip_duration_minutes,average_speed_kmph,weather_condition,traffic_level,helmet_used,accident_reported,safety_risk_level
622,26-01-2024 21:00,Residential,E-Scooter,5.42,34.6,9.8,Clear,High,Yes,No,Low
623,26-01-2024 22:00,Commercial,E-Bike,3.13,31.4,20.2,Clear,High,No,No,Medium
624,26-01-2024 23:00,Residential,E-Scooter,3.54,46.2,18.1,Clear,Medium,Yes,No,Low
625,27-01-2024 00:00,Residential,Bicycle,0.55,50.9,13.1,Foggy,High,Yes,No,High
626,27-01-2024 01:00,IT Hub,E-Scooter,3.84,30.9,15.2,Clear,Medium,Yes,No,Medium
627,27-01-2024 02:00,Tourist Area,E-Bike,0.52,38.3,8.3,Hot,High,No,No,Low
628,27-01-2024 03:00,Tourist Area,E-Bike,2.9,14,10.8,Rainy,High,Yes,Yes,Low
629,27-01-2024 04:00,University Zone,E-Bike,4.91,44.5,20.4,Clear,Medium,Yes,No,High
630,27-01-2024 05:00,IT Hub,Bicycle,3.84,39.5,18.1,Foggy,Low,No,No,High
631,27-01-2024 06:00,Tourist Area,Bicycle,5.51,52.6,17.8,Rainy,Low,No,No,Medium
632,27-01-2024 07:00,IT Hub,Bicycle,8.04,22.2,11.7,Hot,Medium,No,No,Low
633,27-01-2024 08:00,Commercial,Bicycle,9.33,22,13.7,Rainy,High,Yes,No,Medium
634,27-01-2024 09:00,IT Hub,E-Scooter,3.68,26.9,23.8,Foggy,High,No,Yes,Low
635,27-01-2024 10:00,Tourist Area,E-Scooter,7.52,56.6,13.2,Foggy,Medium,Yes,No,Low
636,27-01-2024 11:00,Residential,E-Scooter,6.91,57,9.5,Foggy,Medium,No,No,Low
637,27-01-2024 12:00,Commercial,Bicycle,3.38,48.4,9.9,Foggy,Low,Yes,No,Low
638,27-01-2024 13:00,Commercial,Bicycle,6.41,5.6,23.9,Hot,High,No,No,Low
639,27-01-2024 14:00,Tourist Area,E-Bike,1.79,16.3,23.7,Clear,Medium,No,No,Low
640,27-01-2024 15:00,IT Hub,Bicycle,8.89,38,25.5,Clear,Low,Yes,No,High
641,27-01-2024 16:00,Residential,Bicycle,9.25,13.3,17.8,Clear,Medium,Yes,No,Low
642,27-01-2024 17:00,Tourist Area,E-Bike,6.75,46.6,29.7,Rainy,Medium,Yes,No,High
643,27-01-2024 18:00,Commercial,E-Bike,2.53,37,24,Hot,Low,Yes,No,Low
644,27-01-2024 19:00,Commercial,E-Bike,6.3,45.6,14.2,Foggy,High,Yes,No,Low
645,27-01-2024 20:00,Commercial,Bicycle,8.01,47.3,29.9,Rainy,Low,Yes,No,Low
646,27-01-2024 21:00,Commercial,E-Scooter,3.85,49.8,26.8,Rainy,High,No,Yes,Medium
647,27-01-2024 22:00,Commercial,E-Bike,5.3,49.4,16.1,Hot,Medium,No,No,Low
648,27-01-2024 23:00,IT Hub,Bicycle,7.13,20.2,11.9,Rainy,High,Yes,No,Medium
649,28-01-2024 00:00,Residential,E-Bike,8.06,20.1,9.4,Clear,Low,Yes,No,Low
650,28-01-2024 01:00,IT Hub,E-Bike,4.67,29.6,17,Rainy,Medium,Yes,No,Medium
651,28-01-2024 02:00,Residential,E-Bike,9.18,11.7,28.7,Hot,High,No,No,Low
652,28-01-2024 03:00,IT Hub,E-Bike,9.52,22.6,10.2,Rainy,High,Yes,No,Medium
653,28-01-2024 04:00,Tourist Area,E-Bike,7.31,44.6,27.9,Rainy,Low,Yes,No,Low
654,28-01-2024 05:00,Commercial,E-Bike,1.43,19.5,14.4,Hot,Low,Yes,No,Medium
655,28-01-2024 06:00,Tourist Area,E-Scooter,5.95,29.2,8.6,Hot,High,Yes,No,Medium
656,28-01-2024 07:00,Residential,E-Scooter,1.39,55.8,22.1,Rainy,Medium,Yes,No,Medium
657,28-01-2024 08:00,Residential,Bicycle,4.13,51.6,22.8,Rainy,High,Yes,No,Medium
658,28-01-2024 09:00,University Zone,E-Scooter,8.01,26.5,27.8,Hot,Low,Yes,No,Medium
659,28-01-2024 10:00,Commercial,Bicycle,7.33,15.4,13.9,Hot,Medium,Yes,No,Low
660,28-01-2024 11:00,Commercial,E-Bike,5.81,8,25.5,Foggy,High,Yes,No,Low
661,28-01-2024 12:00,Residential,Bicycle,8.95,56.3,15,Hot,Low,Yes,Yes,High
662,28-01-2024 13:00,University Zone,Bicycle,9.57,26.7,16.2,Clear,High,No,No,Medium
663,28-01-2024 14:00,Commercial,E-Scooter,9.36,57.6,19.4,Clear,Medium,Yes,No,Medium
664,28-01-2024 15:00,Commercial,Bicycle,9.92,51.2,24.8,Rainy,Low,No,No,High
665,28-01-2024 16:00,Tourist Area,E-Bike,4.09,42.3,21,Hot,Low,Yes,No,Low
666,28-01-2024 17:00,IT Hub,E-Scooter,4.6,23.1,22.2,Rainy,High,Yes,No,High
667,28-01-2024 18:00,University Zone,E-Bike,6.65,39.7,17.1,Rainy,Low,No,No,Low
668,28-01-2024 19:00,Residential,E-Bike,3.4,24.3,21.9,Clear,Medium,Yes,No,Medium
669,28-01-2024 20:00,IT Hub,Bicycle,9.43,58.4,20.2,Hot,Low,Yes,No,High
670,28-01-2024 21:00,Tourist Area,E-Scooter,2.24,43.9,25.8,Rainy,Medium,No,No,Low
671,28-01-2024 22:00,Residential,Bicycle,4.89,18.1,17.5,Clear,High,Yes,No,Low
672,28-01-2024 23:00,Residential,Bicycle,5.27,53.2,14,Rainy,Medium,Yes,No,Low
673,29-01-2024 00:00,Tourist Area,E-Scooter,1.49,38.7,29.8,Hot,Low,Yes,Yes,Medium
674,29-01-2024 01:00,Commercial,E-Bike,7.82,15.5,8.8,Hot,Medium,No,No,Low
675,29-01-2024 02:00,Commercial,Bicycle,8.23,36.2,23.4,Clear,Medium,Yes,No,Low
676,29-01-2024 03:00,IT Hub,Bicycle,6.78,46.9,17.8,Hot,Low,Yes,No,Low
677,29-01-2024 04:00,University Zone,E-Bike,2.39,41.7,10.5,Foggy,Low,Yes,No,Low
678,29-01-2024 05:00,Commercial,E-Bike,9.93,36.7,21.2,Hot,High,No,No,Low
679,29-01-2024 06:00,University Zone,Bicycle,1.29,17.1,25.5,Clear,High,Yes,No,Low
680,29-01-2024 07:00,Residential,E-Scooter,6.61,17.5,18.9,Foggy,Medium,No,No,Medium
681,29-01-2024 08:00,Tourist Area,Bicycle,3.74,42.5,21.2,Rainy,Low,No,No,Low
682,29-01-2024 09:00,IT Hub,Bicycle,2.16,14,24.4,Hot,Low,Yes,No,Low
683,29-01-2024 10:00,Commercial,E-Bike,3.17,38.4,8.3,Foggy,Low,No,No,Medium
684,29-01-2024 11:00,IT Hub,E-Scooter,2.35,49.4,26.4,Foggy,High,No,No,Medium
685,29-01-2024 12:00,University Zone,E-Bike,1.09,47.6,12.3,Hot,Medium,Yes,No,Low
686,29-01-2024 13:00,Tourist Area,Bicycle,8.53,19.7,15.6,Clear,High,Yes,No,Low
687,29-01-2024 14:00,University Zone,E-Bike,9.85,16.9,21.5,Clear,Medium,Yes,No,Medium
688,29-01-2024 15:00,IT Hub,E-Bike,8.33,9,8.8,Hot,Medium,No,No,Medium
689,29-01-2024 16:00,Residential,E-Scooter,2.87,23.8,17.7,Clear,High,Yes,No,Medium
690,29-01-2024 17:00,Residential,E-Bike,6.6,36.9,8.3,Hot,Medium,No,No,Low
691,29-01-2024 18:00,University Zone,E-Scooter,3.25,14.9,29.8,Foggy,High,Yes,No,High
692,29-01-2024 19:00,Tourist Area,E-Scooter,7.54,52.2,13.1,Hot,Medium,Yes,No,Low
693,29-01-2024 20:00,University Zone,E-Scooter,4.43,8.5,22.8,Hot,Low,Yes,No,Low
694,29-01-2024 21:00,Commercial,Bicycle,5.66,58.1,22.7,Clear,Medium,Yes,No,High
695,29-01-2024 22:00,Tourist Area,Bicycle,0.6,33.4,8.1,Rainy,Low,No,Yes,Medium
696,29-01-2024 23:00,Tourist Area,Bicycle,1.88,41.3,24.3,Foggy,Medium,Yes,No,Low
697,30-01-2024 00:00,University Zone,E-Scooter,5.45,58.9,14,Foggy,Low,No,No,Low
698,30-01-2024 01:00,Tourist Area,E-Bike,4.44,6.2,10.8,Foggy,High,Yes,No,High
699,30-01-2024 02:00,Residential,E-Scooter,2.87,27.8,21.4,Hot,Low,No,Yes,High
700,30-01-2024 03:00,IT Hub,E-Scooter,6.19,24.3,15.3,Rainy,Low,Yes,No,Low
701,30-01-2024 04:00,Residential,E-Bike,8.29,33.7,22.2,Hot,Medium,No,No,Low
702,30-01-2024 05:00,Tourist Area,Bicycle,9.39,37.3,10.7,Hot,High,No,No,Low
703,30-01-2024 06:00,IT Hub,Bicycle,7.03,5.3,18.5,Hot,Low,No,No,High
704,30-01-2024 07:00,Commercial,E-Scooter,3.57,22.3,13,Foggy,Low,Yes,No,High
705,30-01-2024 08:00,University Zone,E-Scooter,4.99,38.3,21.6,Foggy,Low,Yes,No,High
706,30-01-2024 09:00,Tourist Area,E-Bike,2.16,8.7,10.7,Clear,Low,No,No,High
707,30-01-2024 10:00,University Zone,Bicycle,3.08,44.4,28.3,Rainy,Medium,Yes,No,Low
708,30-01-2024 11:00,IT Hub,Bicycle,7.85,25.6,23.1,Hot,High,No,No,Low
709,30-01-2024 12:00,University Zone,Bicycle,9.69,15.5,24,Hot,Medium,Yes,No,High
710,30-01-2024 13:00,Tourist Area,E-Bike,7.18,30.4,14.4,Rainy,Medium,Yes,No,Low
711,30-01-2024 14:00,Tourist Area,E-Scooter,3.36,32.8,17.1,Clear,High,Yes,No,Low
712,30-01-2024 15:00,Residential,E-Bike,6.41,36.4,22.8,Clear,High,Yes,No,High
713,30-01-2024 16:00,University Zone,Bicycle,9.14,53.5,21.1,Foggy,Low,No,No,Medium
714,30-01-2024 17:00,University Zone,Bicycle,2.45,26.1,29.8,Foggy,High,No,No,Low
715,30-01-2024 18:00,Residential,E-Bike,9.84,10,18.4,Rainy,Low,Yes,No,Low
716,30-01-2024 19:00,Residential,E-Scooter,8.86,56.7,28.3,Rainy,Low,No,No,High
717,30-01-2024 20:00,University Zone,Bicycle,7.81,40.4,26,Hot,Low,No,No,Medium
718,30-01-2024 21:00,IT Hub,Bicycle,2.29,44.6,10.6,Rainy,Medium,No,No,Medium
719,30-01-2024 22:00,IT Hub,E-Bike,2.7,40.1,19.8,Clear,Low,No,No,Low
720,30-01-2024 23:00,Commercial,E-Bike,7.02,17.1,22.2,Clear,Medium,No,No,Medium
721,31-01-2024 00:00,Residential,E-Scooter,2.5,35.1,8.9,Clear,High,Yes,Yes,Low
722,31-01-2024 01:00,IT Hub,Bicycle,6.33,26,18.7,Foggy,Low,No,No,Medium
723,31-01-2024 02:00,Tourist Area,Bicycle,4.89,37.2,9.3,Hot,High,Yes,No,Medium
724,31-01-2024 03:00,Tourist Area,E-Bike,4.26,35.3,28.7,Hot,Low,Yes,No,Medium
725,31-01-2024 04:00,Residential,E-Bike,3.15,54.3,16.5,Foggy,Medium,No,No,Medium
726,31-01-2024 05:00,Tourist Area,E-Bike,3.21,25.5,26.5,Foggy,Low,No,No,Low
727,31-01-2024 06:00,Commercial,E-Bike,8.44,46.6,28.5,Foggy,Low,No,No,Low
728,31-01-2024 07:00,Tourist Area,E-Scooter,2.74,25.2,16,Rainy,Low,Yes,No,Low
729,31-01-2024 08:00,Commercial,E-Scooter,8.85,12.3,12.4,Hot,High,Yes,No,Low
730,31-01-2024 09:00,University Zone,Bicycle,3.98,41.7,20.4,Clear,Medium,Yes,No,Low
731,31-01-2024 10:00,Tourist Area,Bicycle,5.91,23.8,19.1,Clear,High,Yes,No,Low
732,31-01-2024 11:00,Tourist Area,E-Scooter,7.22,25.6,29.8,Rainy,Low,No,No,Medium
733,31-01-2024 12:00,IT Hub,E-Bike,1.95,10.5,21.8,Rainy,High,Yes,No,High
734,31-01-2024 13:00,University Zone,Bicycle,9.62,32.5,12.8,Rainy,Medium,Yes,No,Low
735,31-01-2024 14:00,Residential,E-Bike,7.8,47.9,26.8,Hot,High,Yes,No,High
736,31-01-2024 15:00,Residential,E-Bike,7.21,55.8,29.4,Rainy,Medium,No,No,Medium
737,31-01-2024 16:00,Commercial,Bicycle,9.25,16.1,27.9,Foggy,Low,Yes,No,Medium
738,31-01-2024 17:00,Tourist Area,E-Bike,2.3,37.1,26.4,Hot,High,No,Yes,Low
739,31-01-2024 18:00,Tourist Area,Bicycle,7.02,41.6,21.4,Foggy,Low,Yes,No,High
740,31-01-2024 19:00,Tourist Area,Bicycle,3.6,40.9,13.8,Hot,Low,No,Yes,Medium
741,31-01-2024 20:00,IT Hub,E-Bike,6,18.5,18,Rainy,Medium,No,No,Low
742,31-01-2024 21:00,Residential,Bicycle,8.88,58.7,15.4,Rainy,Medium,No,No,Low
743,31-01-2024 22:00,Tourist Area,Bicycle,9.85,56.7,8.1,Hot,Low,Yes,No,Low
744,31-01-2024 23:00,University Zone,Bicycle,5.05,9.6,16.3,Hot,High,No,Yes,Low
745,01-02-2024 00:00,Residential,Bicycle,4.59,50.1,18.3,Hot,Medium,Yes,No,Medium
746,01-02-2024 01:00,University Zone,Bicycle,1.4,58.9,19.7,Hot,Low,Yes,No,Medium
747,01-02-2024 02:00,University Zone,Bicycle,0.75,22.4,26.5,Hot,High,Yes,No,Low
748,01-02-2024 03:00,Commercial,E-Scooter,1.73,18,22.1,Hot,Medium,Yes,No,Medium
749,01-02-2024 04:00,Commercial,Bicycle,0.83,29,17.1,Clear,Medium,No,No,Low
750,01-02-2024 05:00,IT Hub,Bicycle,8.02,56.8,11.6,Clear,Medium,Yes,No,High
751,01-02-2024 06:00,IT Hub,E-Scooter,3.09,18.5,17.5,Clear,High,Yes,No,Medium
752,01-02-2024 07:00,IT Hub,Bicycle,8.22,35.6,10.3,Rainy,Low,Yes,No,Medium
753,01-02-2024 08:00,Commercial,Bicycle,6.79,46,18.7,Hot,High,Yes,No,Medium
754,01-02-2024 09:00,Tourist Area,E-Bike,9.92,37.7,21.3,Clear,Medium,No,No,Low
755,01-02-2024 10:00,Residential,E-Scooter,1.4,25.2,23.8,Foggy,Medium,Yes,No,High
756,01-02-2024 11:00,Residential,E-Bike,9.54,35.7,10.6,Rainy,Low,No,No,Low
757,01-02-2024 12:00,Commercial,E-Bike,8.26,42.1,15.9,Foggy,Low,No,No,High
758,01-02-2024 13:00,IT Hub,Bicycle,0.57,51.7,28.9,Foggy,Low,Yes,No,Medium
759,01-02-2024 14:00,IT Hub,Bicycle,5.32,40.3,9,Clear,High,Yes,Yes,Low
760,01-02-2024 15:00,Residential,Bicycle,1.27,5.1,9.3,Foggy,Low,No,No,High
761,01-02-2024 16:00,Tourist Area,Bicycle,1.9,58.6,25,Clear,High,Yes,No,Low
762,01-02-2024 17:00,Tourist Area,E-Scooter,4.56,43.8,29.3,Clear,Medium,Yes,No,Medium
763,01-02-2024 18:00,Tourist Area,E-Bike,2.21,57.9,29.1,Foggy,High,Yes,No,High
764,01-02-2024 19:00,University Zone,E-Bike,9.02,25.7,25.9,Foggy,Low,No,No,Low
765,01-02-2024 20:00,Commercial,Bicycle,1.45,14.1,23.4,Clear,High,Yes,No,Low
766,01-02-2024 21:00,Residential,Bicycle,6.08,35.7,24.7,Hot,Medium,No,No,Medium
767,01-02-2024 22:00,University Zone,E-Bike,2,54.9,13.3,Rainy,Low,Yes,No,Low
768,01-02-2024 23:00,IT Hub,Bicycle,6.18,38.7,22.7,Rainy,Medium,Yes,No,High
769,02-02-2024 00:00,Commercial,Bicycle,6.5,35.7,21.4,Rainy,High,Yes,No,Medium
770,02-02-2024 01:00,Commercial,E-Scooter,2.88,49.6,16.8,Hot,High,Yes,No,Medium
771,02-02-2024 02:00,Tourist Area,E-Bike,9,49.7,25.4,Clear,High,No,Yes,Low
772,02-02-2024 03:00,IT Hub,Bicycle,7.96,32.8,25.6,Hot,High,Yes,No,Low
773,02-02-2024 04:00,University Zone,E-Bike,5.17,12.6,21.2,Foggy,High,No,Yes,Low
774,02-02-2024 05:00,Residential,E-Scooter,8.41,20,21,Clear,Medium,Yes,Yes,Low
775,02-02-2024 06:00,Commercial,E-Bike,2.7,15.4,26.6,Hot,Low,Yes,No,Medium
776,02-02-2024 07:00,University Zone,Bicycle,6.4,50,20.9,Hot,Low,Yes,No,Low
777,02-02-2024 08:00,Tourist Area,Bicycle,1.39,46.9,9.2,Foggy,Low,No,No,Medium
778,02-02-2024 09:00,IT Hub,Bicycle,5.39,24.3,8.2,Rainy,High,Yes,No,High
779,02-02-2024 10:00,Commercial,E-Scooter,3.74,13.3,24.3,Rainy,Medium,Yes,No,Medium
780,02-02-2024 11:00,University Zone,E-Scooter,3.21,21.1,18.4,Hot,Medium,Yes,No,Low
781,02-02-2024 12:00,Commercial,E-Scooter,7.28,9.1,12.9,Clear,Low,Yes,No,Medium
782,02-02-2024 13:00,Commercial,Bicycle,5.58,57.6,22.8,Clear,Low,Yes,No,Low
783,02-02-2024 14:00,Commercial,Bicycle,2.13,52.2,9.7,Rainy,Medium,Yes,No,Low
784,02-02-2024 15:00,Residential,E-Scooter,8.17,5.1,16,Hot,Low,Yes,No,High
785,02-02-2024 16:00,Tourist Area,Bicycle,5.43,12.6,18.6,Clear,High,Yes,No,High
786,02-02-2024 17:00,University Zone,E-Scooter,7.27,22.7,20.8,Rainy,Medium,Yes,Yes,Medium
787,02-02-2024 18:00,IT Hub,E-Scooter,0.6,12.4,11.5,Rainy,Medium,Yes,No,Low
788,02-02-2024 19:00,University Zone,E-Scooter,7.28,52.2,26.1,Foggy,High,Yes,No,High
789,02-02-2024 20:00,Tourist Area,E-Bike,8.62,45.1,28.6,Hot,High,No,No,Low
790,02-02-2024 21:00,University Zone,E-Scooter,3.12,18.1,22.2,Foggy,High,Yes,No,Low
791,02-02-2024 22:00,Tourist Area,Bicycle,1.11,40.7,19.6,Rainy,Low,Yes,Yes,Low
792,02-02-2024 23:00,Commercial,Bicycle,2.49,14.6,27.3,Clear,High,No,No,Low
793,03-02-2024 00:00,University Zone,E-Bike,7.15,24,23.1,Hot,High,Yes,Yes,Low
794,03-02-2024 01:00,Residential,Bicycle,5.26,36.1,27.6,Hot,Medium,No,No,Low
795,03-02-2024 02:00,Residential,E-Bike,3.05,23.4,21.8,Rainy,Low,No,No,Low
796,03-02-2024 03:00,Commercial,Bicycle,8,5,11.2,Hot,Medium,Yes,No,Medium
797,03-02-2024 04:00,IT Hub,E-Scooter,3.5,30,11,Clear,Low,Yes,Yes,Low
798,03-02-2024 05:00,Commercial,E-Scooter,2.48,10.5,20,Foggy,Medium,No,No,High
799,03-02-2024 06:00,Tourist Area,Bicycle,1.38,10.9,27.1,Rainy,Low,Yes,Yes,Low
800,03-02-2024 07:00,University Zone,E-Scooter,9.77,37.4,11.8,Foggy,High,No,No,Medium
801,03-02-2024 08:00,Residential,Bicycle,6.06,57.6,20.8,Clear,Medium,No,No,Low
802,03-02-2024 09:00,Tourist Area,E-Bike,2.67,34.2,20.6,Hot,Low,Yes,No,Low
803,03-02-2024 10:00,Commercial,E-Scooter,5.19,13.1,16.7,Clear,Medium,Yes,No,Medium
804,03-02-2024 11:00,Residential,Bicycle,0.66,22.6,13.6,Foggy,Medium,No,No,Low
805,03-02-2024 12:00,Tourist Area,E-Bike,5.78,9.2,8.5,Foggy,High,Yes,No,Medium
806,03-02-2024 13:00,Commercial,E-Scooter,8.86,47.4,14.5,Foggy,Low,No,No,Medium
807,03-02-2024 14:00,Commercial,E-Scooter,7.31,29.3,19,Hot,Low,No,No,High
808,03-02-2024 15:00,IT Hub,Bicycle,9.78,30.9,11.3,Hot,Low,Yes,No,Low
809,03-02-2024 16:00,Residential,Bicycle,6.01,23.4,30,Hot,High,Yes,Yes,Medium
810,03-02-2024 17:00,Tourist Area,E-Scooter,0.89,25.4,22.9,Hot,High,No,No,High
811,03-02-2024 18:00,IT Hub,Bicycle,8.49,23.7,15.8,Hot,High,No,Yes,Medium
812,03-02-2024 19:00,University Zone,Bicycle,0.85,52.2,20.1,Foggy,Medium,Yes,Yes,Low
813,03-02-2024 20:00,IT Hub,E-Scooter,2.75,31,26.7,Rainy,Low,No,No,Low
814,03-02-2024 21:00,Commercial,E-Scooter,5.72,7.2,16.7,Clear,Medium,Yes,No,Medium
815,03-02-2024 22:00,University Zone,Bicycle,6.73,30.5,20.6,Rainy,Medium,Yes,No,Low
816,03-02-2024 23:00,Commercial,E-Bike,9.98,58.8,9,Rainy,Medium,No,No,High
817,04-02-2024 00:00,Tourist Area,E-Bike,8.22,58.4,18.5,Foggy,High,Yes,Yes,Low
818,04-02-2024 01:00,IT Hub,E-Scooter,1.78,52.5,19.1,Hot,Medium,No,No,High
819,04-02-2024 02:00,Tourist Area,Bicycle,6.82,47.4,11,Clear,Low,Yes,No,Low
820,04-02-2024 03:00,IT Hub,E-Scooter,1.36,36.2,20.6,Hot,Medium,Yes,No,High
821,04-02-2024 04:00,Tourist Area,E-Bike,6.24,46.3,14.9,Foggy,High,Yes,No,Low
822,04-02-2024 05:00,Commercial,E-Scooter,5.51,15,16.5,Foggy,Low,No,No,Low
823,04-02-2024 06:00,University Zone,Bicycle,2.46,54.4,17.1,Rainy,Medium,No,No,Low
824,04-02-2024 07:00,University Zone,E-Bike,9.14,37.9,10.8,Foggy,Medium,No,No,Medium
825,04-02-2024 08:00,University Zone,Bicycle,4.3,35.2,26.7,Clear,Low,No,No,Low
826,04-02-2024 09:00,Commercial,Bicycle,6.63,52,14.4,Rainy,Low,Yes,No,Low
827,04-02-2024 10:00,Tourist Area,Bicycle,8.31,25,22.9,Rainy,Medium,No,No,High
828,04-02-2024 11:00,Commercial,Bicycle,7.03,25.4,24.9,Foggy,Low,No,No,Low
829,04-02-2024 12:00,Tourist Area,E-Bike,5.64,16.8,16,Clear,Medium,No,No,Medium
830,04-02-2024 13:00,Tourist Area,E-Bike,9.53,30,9.7,Rainy,Medium,No,No,Medium
831,04-02-2024 14:00,Commercial,Bicycle,3.61,15.5,17,Foggy,Low,No,No,Medium
832,04-02-2024 15:00,Tourist Area,E-Scooter,1.78,20.6,22.4,Foggy,Low,Yes,No,Low
833,04-02-2024 16:00,University Zone,E-Scooter,8.31,49.9,12.1,Rainy,High,Yes,No,High
834,04-02-2024 17:00,Tourist Area,E-Scooter,5.8,56.2,21.4,Rainy,Low,Yes,No,Low
835,04-02-2024 18:00,Tourist Area,Bicycle,9.82,38.8,19,Hot,High,Yes,No,Medium
836,04-02-2024 19:00,Residential,E-Bike,5.73,41.6,24.4,Foggy,High,No,No,Low
837,04-02-2024 20:00,University Zone,E-Bike,7.01,15.3,21.9,Hot,Low,No,No,Medium
838,04-02-2024 21:00,University Zone,E-Scooter,1.89,39.6,26.8,Rainy,Medium,Yes,No,High
839,04-02-2024 22:00,IT Hub,E-Bike,1.89,38.9,18.8,Hot,High,Yes,No,Low
840,04-02-2024 23:00,Residential,E-Bike,4.57,50.2,9.4,Hot,Medium,Yes,No,Medium
841,05-02-2024 00:00,University Zone,E-Scooter,2.92,33.8,15.1,Foggy,Medium,No,No,Medium
842,05-02-2024 01:00,Residential,E-Bike,9.54,58.9,20.3,Foggy,High,Yes,Yes,Low
843,05-02-2024 02:00,University Zone,E-Bike,4.56,8.9,26.4,Rainy,High,Yes,No,Low
844,05-02-2024 03:00,IT Hub,Bicycle,9.33,47.1,20.2,Clear,Low,Yes,No,Low
845,05-02-2024 04:00,Commercial,Bicycle,1.73,50.8,21.3,Rainy,Medium,No,No,High
846,05-02-2024 05:00,Residential,E-Bike,9.94,32.8,15.7,Hot,High,Yes,No,High
847,05-02-2024 06:00,Residential,E-Scooter,3.34,50.1,16.5,Hot,Medium,No,No,Low
848,05-02-2024 07:00,IT Hub,E-Bike,6.42,24.2,18,Foggy,High,No,No,Low
849,05-02-2024 08:00,Tourist Area,E-Bike,6.05,58.1,26.4,Foggy,High,Yes,No,Low
850,05-02-2024 09:00,Commercial,E-Scooter,9.95,19.1,27.5,Foggy,Low,Yes,No,Low
851,05-02-2024 10:00,Residential,Bicycle,8.44,31.2,21.6,Hot,Medium,Yes,No,Low
852,05-02-2024 11:00,Commercial,E-Bike,2.39,51.9,21.2,Rainy,Medium,No,No,Low
853,05-02-2024 12:00,Tourist Area,Bicycle,5.79,7.6,22.6,Rainy,Medium,No,No,High
854,05-02-2024 13:00,Tourist Area,Bicycle,2.44,55.1,15.7,Hot,High,Yes,No,Medium
855,05-02-2024 14:00,IT Hub,Bicycle,4.91,30,20.5,Foggy,Medium,Yes,No,Low
856,05-02-2024 15:00,Tourist Area,E-Scooter,2.37,58.2,27.7,Foggy,Low,No,No,Low
857,05-02-2024 16:00,University Zone,E-Bike,6.07,27.9,26.2,Hot,High,Yes,No,Medium
858,05-02-2024 17:00,Tourist Area,E-Scooter,8.27,14.4,23.2,Rainy,Low,No,Yes,Medium
859,05-02-2024 18:00,Tourist Area,E-Bike,0.85,19.6,27.4,Clear,High,Yes,No,Low
860,05-02-2024 19:00,Residential,E-Scooter,8.28,39,16.2,Foggy,Medium,Yes,No,Medium
861,05-02-2024 20:00,IT Hub,Bicycle,1.99,8.1,27.5,Clear,Low,No,No,Medium
862,05-02-2024 21:00,University Zone,Bicycle,7.41,9.2,23.5,Rainy,Low,Yes,No,High
863,05-02-2024 22:00,Commercial,E-Scooter,9.33,24,21,Foggy,Low,Yes,No,High
864,05-02-2024 23:00,IT Hub,Bicycle,4.97,8.3,11.6,Clear,High,Yes,No,Low
865,06-02-2024 00:00,University Zone,E-Scooter,1.78,35.6,24.3,Foggy,High,Yes,No,Medium
866,06-02-2024 01:00,University Zone,E-Bike,6.44,36.7,13.3,Clear,Low,Yes,No,Medium
867,06-02-2024 02:00,Residential,E-Scooter,1,50.7,24.6,Rainy,Medium,Yes,No,Medium
868,06-02-2024 03:00,Residential,E-Bike,8.46,53.2,23.9,Rainy,High,No,No,Medium
869,06-02-2024 04:00,University Zone,E-Scooter,1.06,50.8,9.1,Clear,High,Yes,No,Low
870,06-02-2024 05:00,Commercial,E-Scooter,0.87,13.1,11.2,Clear,Low,Yes,No,Low
871,06-02-2024 06:00,Commercial,Bicycle,1.32,22,29.6,Foggy,High,No,No,Low
872,06-02-2024 07:00,Commercial,Bicycle,7.83,23.5,19.8,Foggy,High,Yes,No,Medium
873,06-02-2024 08:00,Tourist Area,E-Bike,9.06,26.4,18,Hot,Low,Yes,No,Low
874,06-02-2024 09:00,IT Hub,E-Scooter,8.48,44.2,9.8,Hot,Medium,Yes,No,Medium
875,06-02-2024 10:00,Tourist Area,Bicycle,3.05,22.6,21.3,Clear,Medium,No,Yes,Low
876,06-02-2024 11:00,University Zone,E-Scooter,2.54,19.4,13,Clear,High,Yes,No,Medium
877,06-02-2024 12:00,Commercial,E-Scooter,9.65,24.1,14.3,Rainy,Low,No,No,High
878,06-02-2024 13:00,Commercial,E-Scooter,5.21,50.9,26.8,Rainy,Medium,No,No,Low
879,06-02-2024 14:00,University Zone,E-Bike,9.19,58.1,13.2,Clear,Low,No,No,Low
880,06-02-2024 15:00,IT Hub,E-Scooter,8.25,46.9,11.5,Hot,Medium,No,No,Low
881,06-02-2024 16:00,University Zone,Bicycle,7.75,38.3,15.2,Hot,Low,No,No,Low
882,06-02-2024 17:00,University Zone,E-Bike,8.98,22,26.6,Hot,Low,Yes,No,Low
883,06-02-2024 18:00,Commercial,E-Scooter,5.28,53,12.3,Foggy,Medium,No,No,Low
884,06-02-2024 19:00,Commercial,Bicycle,7.97,29.2,15.5,Clear,Medium,Yes,No,Low
885,06-02-2024 20:00,IT Hub,E-Scooter,2.05,23,20.4,Rainy,Medium,Yes,No,Low
886,06-02-2024 21:00,Residential,E-Bike,1.28,41.2,23.2,Hot,Low,Yes,No,High
887,06-02-2024 22:00,Commercial,E-Bike,8.31,37.1,28.7,Hot,Low,No,No,Low
